"station","date","day","time","wind_mph","vis_mi","weather","sky_cond","air_temp_F","dewpoint_F","air_temp_max_6h_F","air_temp_min_6h_F","rel_hum_perc","wind_chill_F","heat_indx_F","pres_alt_in","pres_sea_mb","precip_1hr_in","precip_3h_in","precip_6h_in","download_date"
"KCAE","2021-06-08","08","10:56","S 7","4.00","Rain Fog/Mist","SCT016 BKN022 OVC031","74","72","","","94%",NA,NA,"30.22","1022.9","0.04","0.04","","2021-06-10"
"KCAE","2021-06-08","08","09:56","Calm","6.00","Light Rain Fog/Mist","BKN011 OVC017","75","72","","","90%",NA,NA,"30.21","1022.7","","","","2021-06-10"
"KCAE","2021-06-08","08","08:56","SW 3","10.00","Mostly Cloudy","BKN032 BKN039","74","71","","","91%",NA,NA,"30.21","1022.5","","","","2021-06-10"
"KCAE","2021-06-08","08","07:56","Calm","10.00","Overcast","OVC009","74","71","74","72","91%",NA,NA,"30.19","1022.1","","","","2021-06-10"
"KCAE","2021-06-08","08","06:56","Calm","10.00","Mostly Cloudy","FEW005 SCT050 BKN090","73","71","","","94%",NA,NA,"30.17","1021.3","","","","2021-06-10"
"KCAE","2021-06-08","08","05:56","Calm","10.00","Overcast","OVC005","72","70","","","94%",NA,NA,"30.15","1020.6","","","","2021-06-10"
"KCAE","2021-06-08","08","04:56","SE 3","10.00","Overcast","OVC007","72","70","","","94%",NA,NA,"30.14","1020.2","","","","2021-06-10"
"KCAE","2021-06-08","08","03:56","S 5","10.00","A Few Clouds","FEW010","72","70","","","94%",NA,NA,"30.14","1020.2","","","","2021-06-10"
"KCAE","2021-06-08","08","02:56","Calm","10.00","Fair","CLR","73","70","","","90%",NA,NA,"30.15","1020.6","","","","2021-06-10"
"KCAE","2021-06-08","08","01:56","Calm","10.00","Partly Cloudy","FEW120 SCT150","72","70","75","72","94%",NA,NA,"30.16","1020.8","","","0.28","2021-06-10"
"KCAE","2021-06-08","08","00:56","SE 3","10.00","Fair","CLR","73","71","","","94%",NA,NA,"30.16","1021.1","","","","2021-06-10"
"KCAE","2021-06-07","07","23:56","Calm","10.00","Overcast","OVC120","73","71","","","94%",NA,NA,"30.17","1021.3","","","","2021-06-10"
"KCAE","2021-06-07","07","22:56","S 5","10.00","Light Rain","OVC120","73","71","","","94%",NA,NA,"30.17","1021.2","0.10","0.28","","2021-06-10"
"KCAE","2021-06-07","07","21:56","S 7","5.00","Rain Fog/Mist","BKN100 BKN120","73","71","","","94%",NA,NA,"30.16","1020.9","0.10","","","2021-06-10"
"KCAE","2021-06-07","07","20:56","S 5","5.00","Rain Fog/Mist","SCT090 OVC110","74","73","","","97%",NA,NA,"30.14","1020.4","0.08","","","2021-06-10"
"KCAE","2021-06-07","07","19:56","S 3","3.00","Light Rain Fog/Mist","FEW065 SCT090 OVC110","74","72","91","74","94%",NA,NA,"30.15","1020.5","0.17","","0.29","2021-06-10"
"KCAE","2021-06-07","07","18:56","Calm","5.00","Thunderstorm in Vicinity Light Rain Fog/Mist","SCT023 OVC100","74","71","","","91%",NA,NA,"30.12","1019.7","0.11","","","2021-06-10"
"KCAE","2021-06-07","07","17:56","SW 6","5.00","Thunderstorm Light Rain","FEW065CB BKN090 OVC120","75","70","","","84%",NA,NA,"30.10","1019.1","0.01","","","2021-06-10"
"KCAE","2021-06-07","07","16:56","S 21 G 29","10.00","Thunderstorm Light Rain and Breezy","SCT043CB BKN050 BKN090","82","70","","","66%",NA,"86","30.07","1018.0","","","","2021-06-10"
"KCAE","2021-06-07","07","15:56","E 12","10.00","Overcast","SCT045 BKN055 OVC085","87","72","","","61%",NA,"93","30.05","1017.3","","","","2021-06-10"
