"station","date","time","wind_mph","vis_mi","weather","sky_cond","air_temp_F","dewpoint_F","air_temp_max_6h_F","air_temp_min_6h_F","rel_hum_perc","wind_chill_F","heat_indx_F","pres_alt_in","pres_sea_mb","precip_1hr_in","precip_3h_in","precip_6h_in","download_date","datetime"
"KLEB","2021-06-04","17:53","SW 7","10","Fair","CLR","81","54",NA,NA,"39%",NA,"81","29.81","1008.2",NA,NA,NA,"2021-06-07","2021-06-04 17:53:00"
"KLEB","2021-06-04","18:53","SW 6","10","A Few Clouds","FEW065","80","55",NA,NA,"42%",NA,"80","29.82","1008.7",NA,NA,NA,"2021-06-07","2021-06-04 18:53:00"
"KLEB","2021-06-04","19:53","S 5","10","Partly Cloudy","SCT090","74","60","82","73","62%",NA,NA,"29.83","1009.3",NA,NA,NA,"2021-06-07","2021-06-04 19:53:00"
"KLEB","2021-06-04","20:53","S 7","10","Fair","CLR","66","60",NA,NA,"81%",NA,NA,"29.85","1009.9",NA,NA,NA,"2021-06-07","2021-06-04 20:53:00"
"KLEB","2021-06-04","21:53","S 3","10","Fair","CLR","65","58",NA,NA,"78%",NA,NA,"29.86","1010.4",NA,NA,NA,"2021-06-07","2021-06-04 21:53:00"
"KLEB","2021-06-04","22:53","NE 6","10","Fair","CLR","64","59",NA,NA,"84%",NA,NA,"29.86","1010.4",NA,NA,NA,"2021-06-07","2021-06-04 22:53:00"
"KLEB","2021-06-04","23:53","Calm","9","Fair","CLR","60","57",NA,NA,"90%",NA,NA,"29.87","1010.5",NA,NA,NA,"2021-06-07","2021-06-04 23:53:00"
"KLEB","2021-06-05","00:53","Calm","9","Fair","CLR","59","56",NA,NA,"90%",NA,NA,"29.87","1010.5",NA,NA,NA,"2021-06-07","2021-06-05 00:53:00"
"KLEB","2021-06-05","01:53","Calm","6","Fog/Mist","CLR","58","55","74","58","90%",NA,NA,"29.86","1010.5",NA,NA,NA,"2021-06-07","2021-06-05 01:53:00"
"KLEB","2021-06-05","02:53","Calm","7","Fair","CLR","57","53",NA,NA,"87%",NA,NA,"29.86","1010.4",NA,NA,NA,"2021-06-07","2021-06-05 02:53:00"
"KLEB","2021-06-05","03:53","Calm","4","Fog/Mist","CLR","56","52",NA,NA,"87%",NA,NA,"29.87","1010.6",NA,NA,NA,"2021-06-07","2021-06-05 03:53:00"
"KLEB","2021-06-05","04:53","Calm","5","Fog/Mist","SCT001","56","52",NA,NA,"87%",NA,NA,"29.86","1010.2",NA,NA,NA,"2021-06-07","2021-06-05 04:53:00"
"KLEB","2021-06-05","05:53","NE 5","6","Fog/Mist","CLR","56","52",NA,NA,"87%",NA,NA,"29.86","1010.3",NA,NA,NA,"2021-06-07","2021-06-05 05:53:00"
"KLEB","2021-06-05","06:53","Calm","8","Partly Cloudy","SCT001","60","57",NA,NA,"90%",NA,NA,"29.85","1010",NA,NA,NA,"2021-06-07","2021-06-05 06:53:00"
"KLEB","2021-06-05","07:53","SW 3","10","Fair","CLR","65","59","65","54","81%",NA,NA,"29.85","1009.8",NA,NA,NA,"2021-06-07","2021-06-05 07:53:00"
"KLEB","2021-06-05","08:53","SW 8","10","Fair","CLR","74","60",NA,NA,"62%",NA,NA,"29.84","1009.4",NA,NA,NA,"2021-06-07","2021-06-05 08:53:00"
"KLEB","2021-06-05","09:53","S 9","10","Fair","CLR","77","60",NA,NA,"56%",NA,"79","29.82","1008.9",NA,NA,NA,"2021-06-07","2021-06-05 09:53:00"
"KLEB","2021-06-05","10:53","S 10","10","Fair","CLR","81","62",NA,NA,"53%",NA,"82","29.8","1008.2",NA,NA,NA,"2021-06-07","2021-06-05 10:53:00"
"KLEB","2021-06-05","11:53","S 14 G 18","10","Fair","CLR","84","62",NA,NA,"48%",NA,"85","29.78","1007.4",NA,NA,NA,"2021-06-07","2021-06-05 11:53:00"
"KLEB","2021-06-05","12:53","SW 14 G 21","10","Fair","CLR","88","58",NA,NA,"36%",NA,"87","29.76","1006.7",NA,NA,NA,"2021-06-07","2021-06-05 12:53:00"
"KLEB","2021-06-05","13:53","SW 16 G 21","10","Fair","CLR","89","58","89","66","35%",NA,"88","29.76","1006.7",NA,NA,NA,"2021-06-07","2021-06-05 13:53:00"
"KLEB","2021-06-05","14:53","W 10","10","A Few Clouds","FEW070","90","60",NA,NA,"37%",NA,"90","29.76","1006.8",NA,NA,NA,"2021-06-07","2021-06-05 14:53:00"
"KLEB","2021-06-05","15:53","W 8","10","Light Rain","FEW080 BKN110","85","62",NA,NA,"46%",NA,"86","29.78","1007.4",NA,NA,NA,"2021-06-07","2021-06-05 15:53:00"
"KLEB","2021-06-05","16:53","SE 5","10","Mostly Cloudy","FEW017 SCT090 BKN120","73","68",NA,NA,"84%",NA,NA,"29.79","1008.2","0.15","0.15",NA,"2021-06-07","2021-06-05 16:53:00"
"KLEB","2021-06-05","17:53","S 3","10","Fair","CLR","76","70",NA,NA,"82%",NA,"77","29.8","1008.3",NA,NA,NA,"2021-06-07","2021-06-05 17:53:00"
"KLEB","2021-06-05","18:53","Calm","9","Fair","CLR","76","70",NA,NA,"82%",NA,"77","29.81","1008.4",NA,NA,NA,"2021-06-07","2021-06-05 18:53:00"
"KLEB","2021-06-05","19:53","Calm","6","Fog/Mist","BKN100 BKN120","74","70","90","73","88%",NA,NA,"29.83","1009.3",NA,NA,"0.15","2021-06-07","2021-06-05 19:53:00"
"KLEB","2021-06-05","20:53","Calm","6","Fog/Mist","OVC095","72","68",NA,NA,"87%",NA,NA,"29.86","1010",NA,NA,NA,"2021-06-07","2021-06-05 20:53:00"
"KLEB","2021-06-05","21:53","Calm","4","Fog/Mist","FEW001 BKN090","70","67",NA,NA,"90%",NA,NA,"29.88","1010.8",NA,NA,NA,"2021-06-07","2021-06-05 21:53:00"
"KLEB","2021-06-05","22:53","Calm","5","Fog/Mist","SCT075","68","65",NA,NA,"90%",NA,NA,"29.89","1010.9",NA,NA,NA,"2021-06-07","2021-06-05 22:53:00"
"KLEB","2021-06-05","23:53","S 5","8","Fair","CLR","68","64",NA,NA,"87%",NA,NA,"29.89","1011.1",NA,NA,NA,"2021-06-07","2021-06-05 23:53:00"
"KLEB","2021-06-06","00:53","S 5","7","Fair","CLR","67","64",NA,NA,"91%",NA,NA,"29.9","1011.2",NA,NA,NA,"2021-06-07","2021-06-06 00:53:00"
"KLEB","2021-06-06","01:53","Calm","10","A Few Clouds","FEW120","67","63","74","66","87%",NA,NA,"29.91","1011.8",NA,NA,NA,"2021-06-07","2021-06-06 01:53:00"
"KLEB","2021-06-06","02:53","Vrbl 3","10","Fair","CLR","67","62",NA,NA,"84%",NA,NA,"29.92","1011.9",NA,NA,NA,"2021-06-07","2021-06-06 02:53:00"
"KLEB","2021-06-06","03:53","Calm","10","Fair","CLR","65","61",NA,NA,"87%",NA,NA,"29.92","1012.2",NA,NA,NA,"2021-06-07","2021-06-06 03:53:00"
"KLEB","2021-06-06","04:53","S 3","9","Fair","CLR","64","60",NA,NA,"87%",NA,NA,"29.94","1013",NA,NA,NA,"2021-06-07","2021-06-06 04:53:00"
"KLEB","2021-06-06","05:53","Calm","9","Fair","CLR","64","60",NA,NA,"87%",NA,NA,"29.95","1013.4",NA,NA,NA,"2021-06-07","2021-06-06 05:53:00"
"KLEB","2021-06-06","06:53","S 3","10","Fair","CLR","66","60",NA,NA,"81%",NA,NA,"29.96","1013.7",NA,NA,NA,"2021-06-07","2021-06-06 06:53:00"
"KLEB","2021-06-06","07:53","Calm","10","Fair","CLR","72","61","72","63","68%",NA,NA,"29.97","1013.9",NA,NA,NA,"2021-06-07","2021-06-06 07:53:00"
"KLEB","2021-06-06","08:53","Calm","10","Fair","CLR","76","62",NA,NA,"62%",NA,"78","29.98","1014.3",NA,NA,NA,"2021-06-07","2021-06-06 08:53:00"
"KLEB","2021-06-06","09:53","SW 6","10","Fair","CLR","82","61",NA,NA,"49%",NA,"83","29.98","1014.1",NA,NA,NA,"2021-06-07","2021-06-06 09:53:00"
"KLEB","2021-06-06","10:53","SW 7","10","Fair","CLR","85","61",NA,NA,"45%",NA,"85","29.98","1014.1",NA,NA,NA,"2021-06-07","2021-06-06 10:53:00"
"KLEB","2021-06-06","11:53","S 10","10","Fair","CLR","89","62",NA,NA,"41%",NA,"90","29.98","1013.8",NA,NA,NA,"2021-06-07","2021-06-06 11:53:00"
"KLEB","2021-06-06","12:53","Vrbl 7","10","Fair","CLR","90","61",NA,NA,"38%",NA,"90","29.96","1013.2",NA,NA,NA,"2021-06-07","2021-06-06 12:53:00"
"KLEB","2021-06-06","13:53","W 10","10","Fair","CLR","92","60","93","72","34%",NA,"92","29.95","1013",NA,NA,NA,"2021-06-07","2021-06-06 13:53:00"
"KLEB","2021-06-06","14:53","SW 13 G 20","10","A Few Clouds","FEW065","92","59",NA,NA,"33%",NA,"91","29.95","1012.8",NA,NA,NA,"2021-06-07","2021-06-06 14:53:00"
"KLEB","2021-06-06","15:53","SW 6","10","Fair","CLR","88","61",NA,NA,"40%",NA,"88","29.96","1013.1",NA,NA,NA,"2021-06-07","2021-06-06 15:53:00"
"KLEB","2021-06-06","16:53","SW 5","10","Fair","CLR","88","62",NA,NA,"42%",NA,"88","29.95","1013",NA,NA,NA,"2021-06-07","2021-06-06 16:53:00"
"KLEB","2021-06-06","17:53","SW 8","10","Fair","CLR","88","65",NA,NA,"46%",NA,"90","29.94","1012.8",NA,NA,NA,"2021-06-07","2021-06-06 17:53:00"
"KLEB","2021-06-06","18:53","SW 10","10","Fair","CLR","88","60",NA,NA,"39%",NA,"88","29.95","1012.9",NA,NA,NA,"2021-06-07","2021-06-06 18:53:00"
"KLEB","2021-06-06","19:53","S 8","10","Fair","CLR","83","63","93","82","51%",NA,"84","29.96","1013.3",NA,NA,NA,"2021-06-07","2021-06-06 19:53:00"
"KLEB","2021-06-06","20:53","S 9","10","Fair","CLR","76","62",NA,NA,"62%",NA,"78","29.98","1014",NA,NA,NA,"2021-06-07","2021-06-06 20:53:00"
"KLEB","2021-06-06","21:53","S 12","10","Fair","CLR","73","63",NA,NA,"71%",NA,NA,"29.99","1014.5",NA,NA,NA,"2021-06-07","2021-06-06 21:53:00"
"KLEB","2021-06-06","22:53","Calm","10","Fair","CLR","71","62",NA,NA,"73%",NA,NA,"30","1014.8",NA,NA,NA,"2021-06-07","2021-06-06 22:53:00"
"KLEB","2021-06-06","23:53","Calm","10","Fair","CLR","68","61",NA,NA,"78%",NA,NA,"30.02","1015.2",NA,NA,NA,"2021-06-07","2021-06-06 23:53:00"
"KLEB","2021-06-07","00:53","Calm","10","Fair","CLR","65","60",NA,NA,"84%",NA,NA,"30.02","1015.3",NA,NA,NA,"2021-06-07","2021-06-07 00:53:00"
"KLEB","2021-06-07","01:53","Calm","10","Fair","CLR","64","60","83","64","87%",NA,NA,"30.02","1015.3",NA,NA,NA,"2021-06-07","2021-06-07 01:53:00"
"KLEB","2021-06-07","02:53","Calm","7","Fair","CLR","63","59",NA,NA,"87%",NA,NA,"30.02","1015.3",NA,NA,NA,"2021-06-07","2021-06-07 02:53:00"
"KLEB","2021-06-07","03:53","Calm","7","Fair","CLR","62","58",NA,NA,"86%",NA,NA,"30.02","1015.4",NA,NA,NA,"2021-06-07","2021-06-07 03:53:00"
"KLEB","2021-06-07","04:53","Calm","3","Fog/Mist","CLR","61","57",NA,NA,"87%",NA,NA,"30.02","1015.6",NA,NA,NA,"2021-06-07","2021-06-07 04:53:00"
"KLEB","2021-06-07","05:53","Calm","2.5","Fog/Mist","CLR","61","57",NA,NA,"87%",NA,NA,"30.04","1016",NA,NA,NA,"2021-06-07","2021-06-07 05:53:00"
"KLEB","2021-06-07","06:53","Calm","6","Fog/Mist","CLR","65","61",NA,NA,"87%",NA,NA,"30.06","1016.6",NA,NA,NA,"2021-06-07","2021-06-07 06:53:00"
"KLEB","2021-06-07","07:53","Calm","8","Fair","CLR","71","63","71","60","76%",NA,NA,"30.06","1016.7",NA,NA,NA,"2021-06-07","2021-06-07 07:53:00"
"KLEB","2021-06-07","08:53","W 3","9","Fair","CLR","77","64",NA,NA,"64%",NA,"79","30.06","1016.8",NA,NA,NA,"2021-06-07","2021-06-07 08:53:00"
"KLEB","2021-06-07","09:53","SW 7","10","Fair","CLR","83","64",NA,NA,"53%",NA,"84","30.06","1016.6",NA,NA,NA,"2021-06-07","2021-06-07 09:53:00"
"KLEB","2021-06-07","10:53","Vrbl 3","10","Fair","CLR","87","63",NA,NA,"45%",NA,"88","30.05","1016.2",NA,NA,NA,"2021-06-07","2021-06-07 10:53:00"
"KLEB","2021-06-07","11:53","SW 9","10","Mostly Cloudy","BKN070","89","63",NA,NA,"42%",NA,"90","30.03","1015.8",NA,NA,NA,"2021-06-07","2021-06-07 11:53:00"
"KLEB","2021-06-07","12:53","W 6","10","A Few Clouds","FEW070","91","62",NA,NA,"38%",NA,"91","30.02","1015.2",NA,NA,NA,"2021-06-07","2021-06-07 12:53:00"
"KLEB","2021-06-07","13:53","SW 12","10","Mostly Cloudy","BKN070","93","61","93","71","34%",NA,"93","30","1014.6",NA,NA,NA,"2021-06-07","2021-06-07 13:53:00"
"KLEB","2021-06-07","14:53","SW 12","10","A Few Clouds","FEW075","93","58",NA,NA,"31%",NA,"92","29.99","1014.3",NA,NA,NA,"2021-06-07","2021-06-07 14:53:00"
"KLEB","2021-06-07","15:53","SW 12 G 17","10","A Few Clouds","FEW070","93","59",NA,NA,"32%",NA,"92","29.98","1013.9",NA,NA,NA,"2021-06-07","2021-06-07 15:53:00"
"KLEB","2021-06-07","16:53","W 7","10","A Few Clouds","FEW075","92","61",NA,NA,"36%",NA,"92","29.97","1013.5",NA,NA,NA,"2021-06-07","2021-06-07 16:53:00"
"KLEB","2021-06-07","17:53","W 10","10","Fair","CLR","90","61",NA,NA,"38%",NA,"90","29.96","1013.4",NA,NA,NA,"2021-06-08","2021-06-07 17:53:00"
"KLEB","2021-06-07","18:53","SW 9","10","Fair","CLR","90","61",NA,NA,"38%",NA,"90","29.96","1013.3",NA,NA,NA,"2021-06-08","2021-06-07 18:53:00"
"KLEB","2021-06-07","19:53","S 8","10","Fair","CLR","82","65","94","82","56%",NA,"84","29.97","1013.6",NA,NA,NA,"2021-06-08","2021-06-07 19:53:00"
"KLEB","2021-06-07","20:53","S 9","10","Fair","CLR","79","64",NA,NA,"60%",NA,"81","29.96","1013.4",NA,NA,NA,"2021-06-08","2021-06-07 20:53:00"
"KLEB","2021-06-07","21:53","S 5","10","Fair","CLR","78","64",NA,NA,"62%",NA,"80","29.98","1013.8",NA,NA,NA,"2021-06-08","2021-06-07 21:53:00"
"KLEB","2021-06-07","22:53","S 5","10","Fair","CLR","74","65",NA,NA,"74%",NA,NA,"29.98","1013.8",NA,NA,NA,"2021-06-08","2021-06-07 22:53:00"
"KLEB","2021-06-07","23:53","S 5","10","Fair","CLR","73","64",NA,NA,"74%",NA,NA,"29.98","1014",NA,NA,NA,"2021-06-08","2021-06-07 23:53:00"
"KLEB","2021-06-08","00:53","SW 3","10","Fair","CLR","72","64",NA,NA,"76%",NA,NA,"29.99","1014.4",NA,NA,NA,"2021-06-08","2021-06-08 00:53:00"
"KLEB","2021-06-08","01:53","Calm","10","Fair","CLR","70","63","82","70","79%",NA,NA,"29.99","1014.3",NA,NA,NA,"2021-06-08","2021-06-08 01:53:00"
"KLEB","2021-06-08","02:53","SW 3","10","Fair","CLR","72","64",NA,NA,"76%",NA,NA,"29.99","1014.2",NA,NA,NA,"2021-06-08","2021-06-08 02:53:00"
"KLEB","2021-06-08","03:53","S 5","10","Fair","CLR","70","63",NA,NA,"79%",NA,NA,"29.99","1014.3",NA,NA,NA,"2021-06-08","2021-06-08 03:53:00"
"KLEB","2021-06-08","04:53","Calm","10","Fair","CLR","70","64",NA,NA,"82%",NA,NA,"30.01","1014.8",NA,NA,NA,"2021-06-08","2021-06-08 04:53:00"
"KLEB","2021-06-08","05:53","Calm","8","A Few Clouds","FEW110","70","65",NA,NA,"84%",NA,NA,"30.01","1015",NA,NA,NA,"2021-06-08","2021-06-08 05:53:00"
"KLEB","2021-06-08","06:53","S 3","9","Partly Cloudy","FEW060 SCT075","72","66",NA,NA,"82%",NA,NA,"30.02","1015.1",NA,NA,NA,"2021-06-08","2021-06-08 06:53:00"
"KLEB","2021-06-08","07:53","SW 3","8","Fair","CLR","78","69","78","69","74%",NA,"80","30.02","1015.2",NA,NA,NA,"2021-06-08","2021-06-08 07:53:00"
"KLEB","2021-06-08","08:53","W 5","10","Fair","CLR","83","67",NA,NA,"59%",NA,"86","30.02","1015.2",NA,NA,NA,"2021-06-08","2021-06-08 08:53:00"
"KLEB","2021-06-08","09:53","Vrbl 3","10","Fair","CLR","84","66",NA,NA,"55%",NA,"86","30.03","1015.4",NA,NA,NA,"2021-06-08","2021-06-08 09:53:00"
"KLEB","2021-06-08","10:53","W 6","10","Partly Cloudy","SCT033","84","68",NA,NA,"59%",NA,"87","30.03","1015.5",NA,NA,NA,"2021-06-08","2021-06-08 10:53:00"
"KLEB","2021-06-08","11:53","W 5","10","Partly Cloudy","FEW035 SCT095","85","68",NA,NA,"57%",NA,"88","30.03","1015.5",NA,NA,NA,"2021-06-08","2021-06-08 11:53:00"
"KLEB","2021-06-08","12:53","SW 6","10","Fair","CLR","87","67",NA,NA,"51%",NA,"90","30.02","1015.2",NA,NA,NA,"2021-06-09","2021-06-08 12:53:00"
"KLEB","2021-06-08","13:53","Calm","10","Fair","CLR","89","66","89","78","47%",NA,"92","30","1014.7",NA,NA,NA,"2021-06-09","2021-06-08 13:53:00"
"KLEB","2021-06-08","14:53","NW 6","10","Fair","CLR","90","68",NA,NA,"48%",NA,"94","29.99","1014",NA,NA,NA,"2021-06-09","2021-06-08 14:53:00"
"KLEB","2021-06-08","15:53",NA,"10","A Few Clouds","FEW047","90","67",NA,NA,"47%",NA,"93","29.97","1013.3",NA,NA,NA,"2021-06-09","2021-06-08 15:53:00"
"KLEB","2021-06-08","16:53","W 3","10","Partly Cloudy","SCT100","88","67",NA,NA,"50%",NA,"91","29.96","1013.4",NA,NA,NA,"2021-06-09","2021-06-08 16:53:00"
"KLEB","2021-06-08","17:53","W 3","8","Light Rain","BKN110","84","70",NA,NA,"63%",NA,"88","29.95","1013.1",NA,NA,NA,"2021-06-09","2021-06-08 17:53:00"
"KLEB","2021-06-08","18:53","SW 8","9","Light Rain","BKN060 BKN110","80","70",NA,NA,"71%",NA,"83","29.98","1013.9","0.01",NA,NA,"2021-06-09","2021-06-08 18:53:00"
"KLEB","2021-06-08","19:53","S 10","5","Thunderstorm in Vicinity Light Rain","FEW029 FEW060 BKN110","74","69","91","74","85%",NA,NA,"30.02","1015.3","0.07",NA,"0.08","2021-06-09","2021-06-08 19:53:00"
"KLEB","2021-06-08","20:53","S 3","7","Light Rain","SCT042 BKN090 OVC110","72","68",NA,NA,"87%",NA,NA,"30.01","1015.1","0.12",NA,NA,"2021-06-09","2021-06-08 20:53:00"
"KLEB","2021-06-08","21:53","S 3","10","Light Rain","FEW085 BKN110","71","68",NA,NA,"90%",NA,NA,"30.01","1014.8","0.01",NA,NA,"2021-06-09","2021-06-08 21:53:00"
"KLEB","2021-06-08","22:53","Calm","10","Light Rain","BKN100","71","68",NA,NA,"90%",NA,NA,"29.99","1014.4","0.01","0.14",NA,"2021-06-09","2021-06-08 22:53:00"
"KLEB","2021-06-08","23:53","SW 3","9","Overcast","FEW004 OVC100","72","68",NA,NA,"87%",NA,NA,"29.98","1014",NA,NA,NA,"2021-06-09","2021-06-08 23:53:00"
"KLEB","2021-06-09","00:53","Calm","9","Overcast","FEW075 OVC095","70","67",NA,NA,"90%",NA,NA,"29.98","1013.9",NA,NA,NA,"2021-06-09","2021-06-09 00:53:00"
"KLEB","2021-06-09","01:53","Calm","10","Mostly Cloudy","FEW001 BKN007 BKN095","71","68","74","70","90%",NA,NA,"29.97","1013.5",NA,NA,"0.14","2021-06-09","2021-06-09 01:53:00"
"KLEB","2021-06-09","02:53","S 3","9","Overcast","OVC003","70","67",NA,NA,"90%",NA,NA,"29.96","1013.2",NA,NA,NA,"2021-06-09","2021-06-09 02:53:00"
"KLEB","2021-06-09","03:53","S 5","10","Overcast","OVC001","70","67",NA,NA,"90%",NA,NA,"29.95","1013",NA,NA,NA,"2021-06-09","2021-06-09 03:53:00"
"KLEB","2021-06-09","04:53","S 3","5","Fog/Mist","OVC001","70","67",NA,NA,"90%",NA,NA,"29.96","1013.3",NA,NA,NA,"2021-06-09","2021-06-09 04:53:00"
"KLEB","2021-06-09","05:53","Calm","7","Overcast","OVC001","70","67",NA,NA,"90%",NA,NA,"29.97","1013.6",NA,NA,NA,"2021-06-09","2021-06-09 05:53:00"
"KLEB","2021-06-09","06:53","SW 3","6","Fog/Mist","OVC001","71","67",NA,NA,"87%",NA,NA,"29.95","1013.1",NA,NA,NA,"2021-06-09","2021-06-09 06:53:00"
"KLEB","2021-06-09","07:53","S 5","9","Mostly Cloudy","BKN005 BKN009","71","68","71","70","90%",NA,NA,"29.97","1013.7",NA,NA,NA,"2021-06-09","2021-06-09 07:53:00"
"KLEB","2021-06-09","08:53","Calm","10","Mostly Cloudy","SCT004 BKN009","74","67",NA,NA,"79%",NA,NA,"29.99","1014.4",NA,NA,NA,"2021-06-09","2021-06-09 08:53:00"
"KLEB","2021-06-09","09:53","Calm","10","Overcast","BKN023 OVC029","77","69",NA,NA,"77%",NA,"79","30","1014.7",NA,NA,NA,"2021-06-09","2021-06-09 09:53:00"
"KLEB","2021-06-09","10:53","Vrbl 5","10","Mostly Cloudy","FEW019 BKN030 BKN035","80","69",NA,NA,"69%",NA,"83","29.99","1014.6",NA,NA,NA,"2021-06-09","2021-06-09 10:53:00"
"KLEB","2021-06-09","11:53","NW 9","10","Mostly Cloudy","SCT028 BKN033 BKN041","83","66",NA,NA,"57%",NA,"85","29.99","1014.3",NA,NA,NA,"2021-06-09","2021-06-09 11:53:00"
"KLEB","2021-06-09","12:53","N 10","10","Mostly Cloudy","SCT039 BKN047 BKN055","85","62",NA,NA,"46%",NA,"86","29.99","1014.2",NA,NA,NA,"2021-06-09","2021-06-09 12:53:00"
"KLEB","2021-06-09","13:53","Vrbl 6","10","Fair","CLR","88","59","89","71","38%",NA,"87","29.99","1014.2",NA,NA,NA,"2021-06-09","2021-06-09 13:53:00"
"KLEB","2021-06-09","14:53","N 10","10","A Few Clouds","FEW055","88","60",NA,NA,"39%",NA,"88","29.97","1013.7",NA,NA,NA,"2021-06-09","2021-06-09 14:53:00"
"KLEB","2021-06-09","15:53","NW 15 G 21","10","Fair","CLR","88","54",NA,NA,"31%",NA,"86","29.97","1013.7",NA,NA,NA,"2021-06-10","2021-06-09 15:53:00"
"KLEB","2021-06-09","16:53","N 14 G 20","10","Fair","CLR","87","54",NA,NA,"32%",NA,"85","29.98","1013.8",NA,NA,NA,"2021-06-10","2021-06-09 16:53:00"
"KLEB","2021-06-09","17:53","N 14 G 23","10","Fair","CLR","84","51",NA,NA,"32%",NA,"82","29.98","1013.9",NA,NA,NA,"2021-06-10","2021-06-09 17:53:00"
"KLEB","2021-06-09","18:53","N 13","10","Fair","CLR","83","48",NA,NA,"30%",NA,"81","29.98","1014",NA,NA,NA,"2021-06-10","2021-06-09 18:53:00"
"KLEB","2021-06-09","19:53","N 6","10","Fair","CLR","78","49","89","78","36%",NA,"78","29.99","1014.4",NA,NA,NA,"2021-06-10","2021-06-09 19:53:00"
"KLEB","2021-06-09","20:53","S 3","10","Fair","CLR","65","55",NA,NA,"70%",NA,NA,"30.01","1015.2",NA,NA,NA,"2021-06-10","2021-06-09 20:53:00"
"KLEB","2021-06-09","21:53","E 6","10","Fair","CLR","63","54",NA,NA,"73%",NA,NA,"30.03","1016",NA,NA,NA,"2021-06-10","2021-06-09 21:53:00"
"KLEB","2021-06-09","22:53","Calm","10","Fair","CLR","60","52",NA,NA,"75%",NA,NA,"30.03","1016.1",NA,NA,NA,"2021-06-10","2021-06-09 22:53:00"
"KLEB","2021-06-09","23:53","Calm","10","Fair","CLR","57","52",NA,NA,"83%",NA,NA,"30.03","1016",NA,NA,NA,"2021-06-10","2021-06-09 23:53:00"
"KLEB","2021-06-10","00:53","Calm","10","Fair","CLR","56","52",NA,NA,"87%",NA,NA,"30.04","1016.4",NA,NA,NA,"2021-06-10","2021-06-10 00:53:00"
"KLEB","2021-06-10","01:53","Calm","10","Fair","CLR","56","52","78","54","87%",NA,NA,"30.05","1016.5",NA,NA,NA,"2021-06-10","2021-06-10 01:53:00"
"KLEB","2021-06-10","02:53","Calm","10","Fair","CLR","53","50",NA,NA,"89%",NA,NA,"30.04","1016.5",NA,NA,NA,"2021-06-10","2021-06-10 02:53:00"
"KLEB","2021-06-10","03:53","Calm","10","Fair","CLR","52","48",NA,NA,"86%",NA,NA,"30.05","1016.7",NA,NA,NA,"2021-06-10","2021-06-10 03:53:00"
"KLEB","2021-06-10","04:53","Calm","10","Fair","CLR","53","49",NA,NA,"86%",NA,NA,"30.07","1017.3",NA,NA,NA,"2021-06-10","2021-06-10 04:53:00"
"KLEB","2021-06-10","05:53","Calm","10","Fair","CLR","52","48",NA,NA,"86%",NA,NA,"30.08","1017.8",NA,NA,NA,"2021-06-10","2021-06-10 05:53:00"
"KLEB","2021-06-10","06:53","Calm","10","Fair","CLR","54","51",NA,NA,"90%",NA,NA,"30.1","1018.4",NA,NA,NA,"2021-06-10","2021-06-10 06:53:00"
"KLEB","2021-06-10","07:53","Calm","9","Fair","CLR","61","50","61","51","67%",NA,NA,"30.11","1018.8",NA,NA,NA,"2021-06-10","2021-06-10 07:53:00"
"KLEB","2021-06-10","08:53","N 3","10","Fair","CLR","65","45",NA,NA,"49%",NA,NA,"30.13","1019.5",NA,NA,NA,"2021-06-10","2021-06-10 08:53:00"
"KLEB","2021-06-10","09:53","N 8","10","Fair","CLR","68","37",NA,NA,"32%",NA,NA,"30.13","1019.7",NA,NA,NA,"2021-06-10","2021-06-10 09:53:00"
"KLEB","2021-06-10","10:53","N 7","10","Fair","CLR","70","37",NA,NA,"30%",NA,NA,"30.12","1019.2",NA,NA,NA,"2021-06-10","2021-06-10 10:53:00"
"KLEB","2021-06-10","11:53","Calm","10","Fair","CLR","70","39",NA,NA,"32%",NA,NA,"30.12","1019.2",NA,NA,NA,"2021-06-10","2021-06-10 11:53:00"
"KLEB","2021-06-10","12:53","Vrbl 3","10","Fair","CLR","73","41",NA,NA,"32%",NA,NA,"30.11","1018.8",NA,NA,NA,"2021-06-10","2021-06-10 12:53:00"
"KLEB","2021-06-10","13:53","Calm","10","Fair","CLR","74","40","75","61","29%",NA,NA,"30.09","1018.3",NA,NA,NA,"2021-06-10","2021-06-10 13:53:00"
"KLEB","2021-06-10","14:53",NA,"10","Fair","CLR","75","40",NA,NA,"28%",NA,NA,"30.07","1017.8",NA,NA,NA,"2021-06-10","2021-06-10 14:53:00"
"KLEB","2021-06-10","15:53","Vrbl 5","10","Fair","CLR","76","38",NA,NA,"25%",NA,"77","30.05","1017.1",NA,NA,NA,"2021-06-10","2021-06-10 15:53:00"
"KLEB","2021-06-10","16:53","W 5","10.00","Fair","CLR","78","39","","","25%",NA,"78","30.04","1016.4","","","","2021-06-11","2021-06-10 16:53:00"
"KLEB","2021-06-10","17:53","NW 7","10.00","Fair","CLR","79","37","","","22%",NA,"78","30.03","1016.0","","","","2021-06-11","2021-06-10 17:53:00"
"KLEB","2021-06-10","18:53","N 6","10.00","Fair","CLR","77","39","","","26%",NA,"77","30.04","1016.4","","","","2021-06-11","2021-06-10 18:53:00"
"KLEB","2021-06-10","19:53","E 5","10.00","Fair","CLR","70","45","79","70","41%",NA,NA,"30.04","1016.6","","","","2021-06-11","2021-06-10 19:53:00"
