"lake","loc","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"sab","lat=44.1152&lon=-70.1027","2021-06-11","13","62","44","","7","S","95","30","52","Chc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-11","14","62","44","","7","S","95","33","52","Chc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-11","15","62","43","","8","S","95","34","50","Chc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-11","16","61","44","","8","S","93","23","53","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-11","17","61","44","","8","S","92","12","53","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-11","18","60","45","","7","S","92","13","58","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-11","19","59","45","","7","S","92","12","60","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-11","20","58","46","","5","S","75","17","64","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-11","21","56","46","","5","S","78","18","69","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-11","22","55","47","","5","S","80","19","74","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-11","23","54","48","","3","S","82","20","80","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","00","53","48","","3","S","81","21","83","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","01","53","49","","2","S","80","22","86","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","02","52","49","","2","S","79","23","89","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","03","52","49","","2","S","69","23","89","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","04","51","49","","2","S","59","23","93","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","05","51","49","","2","S","49","24","93","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","06","50","50","","2","S","44","23","100","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","07","54","50","","2","S","40","22","86","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","08","57","51","","2","S","36","21","80","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","09","60","51","","2","S","35","19","72","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","10","63","51","","2","S","34","17","65","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","11","66","51","","2","S","33","15","58","SChc","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","12","68","51","","2","S","32","13","54","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","13","69","51","","3","S","32","11","53","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","14","69","50","","3","S","32","9","51","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","15","70","50","","5","S","28","8","49","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","16","71","51","","6","S","23","8","49","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","17","72","51","","8","S","19","7","48","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","18","68","51","","7","S","21","6","54","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","19","67","51","","7","S","24","4","56","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","20","65","51","","6","S","26","3","60","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","21","62","51","","5","S","31","3","67","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","22","59","51","","3","S","36","4","75","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-12","23","57","51","","2","SW","41","5","80","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-13","00","56","51","","2","SW","43","4","83","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-13","01","55","51","","2","SW","45","4","86","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-13","02","54","51","","2","SW","48","3","90","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-13","03","52","50","","2","W","49","3","93","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-13","04","51","50","","1","W","50","4","96","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-13","05","51","49","","1","W","52","4","93","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-13","06","54","51","","1","W","47","5","90","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-13","07","59","52","","2","W","42","7","78","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-13","08","64","54","","2","W","37","8","70","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-13","09","68","53","","3","W","38","8","59","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-13","10","72","53","","5","SW","40","9","51","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-13","11","76","52","76","5","SW","41","9","43","--","--"
"sab","lat=44.1152&lon=-70.1027","2021-06-13","12","78","51","78","6","SW","47","10","39","--","--"
