"lake","loc","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"pan","lat=43.9261&lon=-70.468","2021-06-16","03","56","55","","6","NW","19","0","96","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","04","55","53","","6","NW","18","0","93","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","05","55","52","","6","NW","18","0","90","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","06","57","51","","6","NW","13","0","80","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","07","59","52","","7","NW","14","0","78","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","08","59","51","","9","NW","8","0","75","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","09","63","50","","10","NW","4","0","62","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","10","66","49","","11","NW","4","0","54","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","11","69","47","","13","NW","4","4","45","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","12","70","45","","13","NW","6","4","41","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","13","72","45","","11","NW","3","3","38","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","14","73","45","","11","NW","5","3","37","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","15","73","45","","10","NW","14","4","37","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","16","73","45","","11","NW","10","4","37","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","17","72","45","","11","NW","18","4","38","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","18","70","45","","10","NW","15","4","41","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","19","68","45","","9","NW","8","2","43","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","20","65","45","","6","W","5","2","48","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","21","63","45","","5","W","4","2","52","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","22","60","44","","5","W","4","2","55","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","23","58","45","","3","W","5","2","62","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","00","56","44","","3","W","6","2","64","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","01","55","44","","2","W","4","2","66","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","02","54","44","","2","W","7","2","69","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","03","53","44","","3","W","7","2","71","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","04","52","43","","3","W","8","2","71","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","05","51","43","","3","W","9","2","74","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","06","54","45","","5","W","8","4","71","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","07","57","46","","5","W","7","6","67","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","08","62","47","","6","W","7","6","58","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","09","66","46","","6","W","7","6","48","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","10","70","46","","7","W","8","6","42","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","11","73","45","","7","W","8","5","37","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","12","75","44","75","8","W","8","5","33","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","13","76","44","76","9","W","11","5","32","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","14","77","43","77","9","W","14","6","30","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","15","78","43","78","8","W","12","7","29","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","16","78","44","78","7","W","11","8","30","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","17","77","44","77","7","W","9","9","31","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","18","75","45","75","6","W","9","7","34","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","19","72","46","","5","W","9","5","39","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","20","68","47","","3","W","3","3","46","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","21","64","47","","3","W","3","1","52","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","22","61","46","","2","W","4","1","59","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-17","23","57","46","","2","W","4","1","66","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-18","00","55","46","","2","W","4","1","71","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-18","01","53","46","","1","W","4","1","76","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-18","02","52","46","","1","W","4","1","80","--","--"
