"lake","loc","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"pan","lat=43.9261&lon=-70.468","2021-06-14","03","59","53","","3","S","36","3","80","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","04","58","53","","5","S","38","4","83","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","05","57","52","","5","S","64","5","83","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","06","59","53","","6","S","76","13","80","--","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","07","61","54","","6","S","70","21","78","SChc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","08","63","55","","7","S","78","29","75","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","09","64","55","","7","S","79","34","73","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","10","65","55","","8","S","81","39","70","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","11","67","55","","8","S","73","44","65","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","12","67","55","","9","S","68","46","65","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","13","68","55","","9","S","69","49","63","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","14","68","56","","10","S","79","52","65","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","15","68","56","","10","S","79","53","65","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","16","67","57","","10","S","85","55","70","Lkly","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","17","66","57","","10","S","82","56","73","Lkly","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","18","65","57","","9","S","88","63","75","Lkly","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","19","63","58","","9","S","81","71","84","Lkly","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","20","62","58","","8","S","84","79","87","Ocnl","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","21","60","58","","8","S","95","77","93","Ocnl","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","22","58","58","","6","SE","96","75","100","Ocnl","--"
"pan","lat=43.9261&lon=-70.468","2021-06-14","23","58","58","","5","SE","95","70","100","Lkly","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","00","59","58","","3","SE","92","66","96","Lkly","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","01","59","58","","3","SE","88","62","96","Lkly","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","02","58","58","","3","SE","85","57","100","Lkly","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","03","58","58","","3","SE","84","53","100","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","04","57","57","","2","SE","82","49","100","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","05","57","57","","2","SE","81","44","100","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","06","57","57","","2","SE","76","40","100","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","07","59","59","","3","S","71","35","100","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","08","61","60","","5","S","72","39","97","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","09","64","60","","5","S","74","44","87","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","10","66","61","","6","S","75","45","84","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","11","68","61","","6","S","76","46","78","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","12","70","61","","6","S","73","48","73","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","13","71","61","","6","S","69","50","71","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","14","73","61","","7","S","69","53","66","Chc","Chc"
"pan","lat=43.9261&lon=-70.468","2021-06-15","15","73","61","","7","S","68","54","66","Chc","Chc"
"pan","lat=43.9261&lon=-70.468","2021-06-15","16","72","61","","7","SW","65","56","68","Lkly","Chc"
"pan","lat=43.9261&lon=-70.468","2021-06-15","17","72","61","","7","SW","69","59","68","Lkly","Chc"
"pan","lat=43.9261&lon=-70.468","2021-06-15","18","70","61","","6","SW","69","58","73","Lkly","Chc"
"pan","lat=43.9261&lon=-70.468","2021-06-15","19","68","61","","6","SW","72","53","78","Chc","Chc"
"pan","lat=43.9261&lon=-70.468","2021-06-15","20","66","61","","5","W","71","40","84","Chc","Chc"
"pan","lat=43.9261&lon=-70.468","2021-06-15","21","64","60","","3","W","63","34","87","Chc","Chc"
"pan","lat=43.9261&lon=-70.468","2021-06-15","22","63","59","","3","NW","62","27","87","Chc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-15","23","61","58","","2","NW","60","25","90","SChc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","00","60","57","","2","NW","58","23","90","SChc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","01","60","57","","2","NW","55","20","90","SChc","--"
"pan","lat=43.9261&lon=-70.468","2021-06-16","02","59","56","","2","NW","53","19","90","SChc","--"
