"lake","loc","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"aub","lat=44.1461&lon=-70.227","2021-06-15","03","59","59","","2","SE","91","21","100","SChc","--"
"aub","lat=44.1461&lon=-70.227","2021-06-15","04","59","59","","2","S","92","18","100","SChc","--"
"aub","lat=44.1461&lon=-70.227","2021-06-15","05","59","59","","2","S","95","13","100","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-15","06","58","58","","2","SE","92","13","100","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-15","07","60","60","","1","SE","92","12","100","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-15","08","61","60","","2","SE","97","36","97","Chc","--"
"aub","lat=44.1461&lon=-70.227","2021-06-15","09","63","60","","3","SE","94","38","90","Chc","--"
"aub","lat=44.1461&lon=-70.227","2021-06-15","10","65","61","","5","S","93","39","87","Chc","--"
"aub","lat=44.1461&lon=-70.227","2021-06-15","11","66","61","","5","S","87","55","84","Lkly","SChc"
"aub","lat=44.1461&lon=-70.227","2021-06-15","12","68","62","","5","S","85","63","81","Lkly","SChc"
"aub","lat=44.1461&lon=-70.227","2021-06-15","13","69","62","","6","S","83","63","78","Lkly","SChc"
"aub","lat=44.1461&lon=-70.227","2021-06-15","14","70","63","","6","S","80","63","78","Lkly","Chc"
"aub","lat=44.1461&lon=-70.227","2021-06-15","15","69","63","","6","S","81","62","81","Lkly","Chc"
"aub","lat=44.1461&lon=-70.227","2021-06-15","16","69","63","","8","S","83","62","81","Lkly","Chc"
"aub","lat=44.1461&lon=-70.227","2021-06-15","17","69","63","","8","S","84","59","81","Lkly","Chc"
"aub","lat=44.1461&lon=-70.227","2021-06-15","18","68","62","","7","S","83","56","81","Lkly","Chc"
"aub","lat=44.1461&lon=-70.227","2021-06-15","19","67","61","","6","S","82","52","81","Chc","Chc"
"aub","lat=44.1461&lon=-70.227","2021-06-15","20","65","61","","3","S","81","39","87","Chc","Chc"
"aub","lat=44.1461&lon=-70.227","2021-06-15","21","64","60","","3","SW","81","37","87","Chc","Chc"
"aub","lat=44.1461&lon=-70.227","2021-06-15","22","63","59","","3","W","75","34","87","Chc","--"
"aub","lat=44.1461&lon=-70.227","2021-06-15","23","61","60","","2","W","74","23","97","SChc","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","00","60","59","","3","W","70","22","96","SChc","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","01","59","58","","5","NW","65","21","96","SChc","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","02","58","57","","6","NW","60","14","96","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","03","57","55","","6","NW","55","13","93","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","04","55","54","","6","N","51","13","96","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","05","54","53","","6","N","46","8","96","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","06","56","52","","7","N","37","7","86","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","07","59","52","","7","NW","27","7","78","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","08","61","52","","8","NW","22","7","72","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","09","64","50","","8","NW","17","7","60","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","10","68","49","","9","NW","11","8","51","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","11","70","47","","9","NW","8","8","44","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","12","72","46","","9","NW","8","8","39","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","13","74","46","","10","NW","9","8","37","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","14","75","45","75","10","NW","11","8","34","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","15","75","45","75","10","NW","11","9","34","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","16","75","45","75","9","NW","10","9","34","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","17","74","45","","9","NW","10","9","35","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","18","72","45","","8","NW","10","8","38","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","19","70","45","","8","NW","11","7","41","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","20","67","45","","7","NW","11","5","45","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","21","64","45","","7","NW","9","4","50","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","22","61","45","","6","W","7","4","56","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-16","23","58","45","","6","W","5","4","62","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-17","00","56","45","","5","W","5","4","66","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-17","01","55","45","","5","W","4","4","69","--","--"
"aub","lat=44.1461&lon=-70.227","2021-06-17","02","54","45","","3","W","4","4","71","--","--"
