"lake","loc","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"grt","lat=44.5861&lon=-69.864","2021-06-16","03","56","54","","6","NW","74","0","93","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","04","55","53","","6","NW","45","0","93","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","05","54","51","","5","NW","28","1","90","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","06","56","50","","6","NW","26","1","80","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","07","57","50","","6","NW","16","0","77","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","08","59","49","","6","NW","8","0","69","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","09","62","48","","8","NW","5","0","60","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","10","64","46","","9","NW","6","0","52","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","11","67","45","","10","NW","4","3","45","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","12","68","45","","10","NW","5","2","43","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","13","70","44","","10","NW","9","2","39","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","14","70","45","","10","NW","18","2","41","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","15","71","45","","10","NW","20","3","39","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","16","70","45","","10","NW","30","4","41","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","17","70","45","","10","NW","21","4","41","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","18","69","44","","9","NW","17","4","40","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","19","66","44","","8","W","8","3","45","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","20","64","44","","6","W","6","2","48","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","21","61","44","","6","W","7","3","53","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","22","59","44","","6","W","11","3","57","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-16","23","57","45","","5","W","10","4","64","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","00","56","45","","5","W","6","4","66","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","01","55","45","","5","W","3","3","69","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","02","54","45","","5","W","9","3","71","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","03","53","44","","5","W","10","3","71","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","04","52","44","","5","W","11","3","74","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","05","51","44","","5","W","13","3","77","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","06","54","45","","5","W","10","6","71","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","07","57","46","","6","W","7","9","67","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","08","62","47","","6","W","9","9","58","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","09","65","46","","7","W","9","9","50","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","10","68","46","","7","W","11","9","45","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","11","70","45","","7","W","12","8","41","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","12","71","45","","7","W","13","8","39","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","13","73","44","","8","W","16","8","35","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","14","74","44","","8","W","19","9","34","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","15","75","44","75","7","W","18","11","33","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","16","75","44","75","7","W","18","12","33","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","17","74","44","","6","W","17","13","34","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","18","72","45","","5","W","15","10","38","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","19","70","46","","5","W","13","8","42","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","20","67","47","","3","W","10","5","49","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","21","63","47","","3","W","8","2","54","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","22","60","46","","3","W","5","2","60","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-17","23","58","46","","3","W","3","2","64","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-18","00","56","46","","2","W","3","2","67","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-18","01","55","45","","2","W","4","2","69","--","--"
"grt","lat=44.5861&lon=-69.864","2021-06-18","02","54","45","","2","W","4","2","72","--","--"
