"EB_Lake_ID","lat_dd","long_dd","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"GRT","44.53463467","-69.84512307","2021-09-15","02","60","56","","9","S","97","15","87","SChc","--"
"GRT","44.53463467","-69.84512307","2021-09-15","03","60","56","","9","S","95","18","87","SChc","--"
"GRT","44.53463467","-69.84512307","2021-09-15","04","60","55","","9","S","94","22","84","SChc","--"
"GRT","44.53463467","-69.84512307","2021-09-15","05","60","56","","10","S","92","26","87","Chc","--"
"GRT","44.53463467","-69.84512307","2021-09-15","06","60","57","","10","S","94","30","90","Chc","--"
"GRT","44.53463467","-69.84512307","2021-09-15","07","60","58","","10","S","95","38","93","Chc","--"
"GRT","44.53463467","-69.84512307","2021-09-15","08","63","62","","9","S","92","35","97","Chc","--"
"GRT","44.53463467","-69.84512307","2021-09-15","09","63","63","","10","S","90","20","100","SChc","--"
"GRT","44.53463467","-69.84512307","2021-09-15","10","68","65","","9","S","92","12","90","--","--"
"GRT","44.53463467","-69.84512307","2021-09-15","11","69","67","","8","S","90","10","93","--","--"
"GRT","44.53463467","-69.84512307","2021-09-15","12","71","68","","8","S","85","8","90","--","--"
"GRT","44.53463467","-69.84512307","2021-09-15","13","71","70","","8","S","80","7","97","--","--"
"GRT","44.53463467","-69.84512307","2021-09-15","14","71","71","","8","S","84","17","100","SChc","SChc"
"GRT","44.53463467","-69.84512307","2021-09-15","15","73","71","","7","S","88","30","93","Chc","SChc"
"GRT","44.53463467","-69.84512307","2021-09-15","16","72","72","","7","S","84","44","100","Chc","SChc"
"GRT","44.53463467","-69.84512307","2021-09-15","17","72","71","","6","S","85","63","97","Lkly","Chc"
"GRT","44.53463467","-69.84512307","2021-09-15","18","72","71","","5","S","86","82","97","Ocnl","Lkly"
"GRT","44.53463467","-69.84512307","2021-09-15","19","71","70","","5","SW","89","86","97","Ocnl","Lkly"
"GRT","44.53463467","-69.84512307","2021-09-15","20","70","68","","5","W","94","74","93","Lkly","Chc"
"GRT","44.53463467","-69.84512307","2021-09-15","21","67","67","","5","W","91","70","100","Lkly","Chc"
"GRT","44.53463467","-69.84512307","2021-09-15","22","66","66","","3","W","95","68","100","Lkly","--"
"GRT","44.53463467","-69.84512307","2021-09-15","23","66","66","","5","W","92","66","100","Lkly","--"
"GRT","44.53463467","-69.84512307","2021-09-16","00","65","65","","5","W","96","71","100","Lkly","--"
"GRT","44.53463467","-69.84512307","2021-09-16","01","64","64","","5","W","95","53","100","Chc","--"
"GRT","44.53463467","-69.84512307","2021-09-16","02","64","64","","3","W","95","39","100","Chc","--"
"GRT","44.53463467","-69.84512307","2021-09-16","03","63","62","","5","N","93","26","97","Chc","--"
"GRT","44.53463467","-69.84512307","2021-09-16","04","63","62","","3","N","96","24","97","SChc","--"
"GRT","44.53463467","-69.84512307","2021-09-16","05","62","61","","3","N","96","22","97","SChc","--"
"GRT","44.53463467","-69.84512307","2021-09-16","06","61","60","","5","N","98","19","97","SChc","--"
"GRT","44.53463467","-69.84512307","2021-09-16","07","61","59","","5","N","85","17","93","SChc","--"
"GRT","44.53463467","-69.84512307","2021-09-16","08","61","60","","5","N","85","15","97","--","--"
"GRT","44.53463467","-69.84512307","2021-09-16","09","62","60","","5","N","44","14","93","--","--"
"GRT","44.53463467","-69.84512307","2021-09-16","10","64","60","","5","N","30","13","87","--","--"
"GRT","44.53463467","-69.84512307","2021-09-16","11","66","61","","5","NE","20","13","84","--","--"
"GRT","44.53463467","-69.84512307","2021-09-16","12","67","60","","3","NE","19","12","78","--","--"
"GRT","44.53463467","-69.84512307","2021-09-16","13","69","60","","3","NE","17","11","73","--","--"
"GRT","44.53463467","-69.84512307","2021-09-16","14","70","59","","2","NE","16","10","68","--","--"
"GRT","44.53463467","-69.84512307","2021-09-16","15","70","60","","2","E","16","10","70","--","--"
"GRT","44.53463467","-69.84512307","2021-09-16","16","70","60","","2","E","16","9","71","--","--"
"GRT","44.53463467","-69.84512307","2021-09-16","17","70","61","","2","SE","16","9","73","--","--"
"GRT","44.53463467","-69.84512307","2021-09-16","18","68","61","","2","SE","19","8","78","--","--"
"GRT","44.53463467","-69.84512307","2021-09-16","19","66","61","","2","SE","23","8","84","--","--"
"GRT","44.53463467","-69.84512307","2021-09-16","20","64","61","","2","SE","26","7","90","--","--"
"GRT","44.53463467","-69.84512307","2021-09-16","21","63","60","","2","SE","27","7","92","--","--"
"GRT","44.53463467","-69.84512307","2021-09-16","22","61","60","","3","S","27","8","94","--","--"
"GRT","44.53463467","-69.84512307","2021-09-16","23","60","59","","3","S","28","8","96","--","--"
"GRT","44.53463467","-69.84512307","2021-09-17","00","59","59","","3","SE","33","8","98","--","--"
"GRT","44.53463467","-69.84512307","2021-09-17","01","59","58","","2","E","38","9","99","--","--"
