"lake","loc","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"sun","lat=43.3834&lon=-72.0832","2021-06-08","12","83","66","85","7","W","69","28","57","Chc","SChc"
"sun","lat=43.3834&lon=-72.0832","2021-06-08","13","83","66","85","7","W","75","32","57","Chc","SChc"
"sun","lat=43.3834&lon=-72.0832","2021-06-08","14","83","65","85","7","W","72","40","55","Chc","SChc"
"sun","lat=43.3834&lon=-72.0832","2021-06-08","15","83","65","85","7","W","74","50","55","Chc","SChc"
"sun","lat=43.3834&lon=-72.0832","2021-06-08","16","82","66","84","6","W","79","66","58","Lkly","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-08","17","81","66","83","6","W","87","76","60","Ocnl","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-08","18","78","66","78","5","W","87","61","67","Lkly","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-08","19","75","67","75","3","W","88","53","76","Chc","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-08","20","73","67","","3","W","90","54","81","Lkly","Chc"
"sun","lat=43.3834&lon=-72.0832","2021-06-08","21","71","67","","2","W","90","60","87","Lkly","Chc"
"sun","lat=43.3834&lon=-72.0832","2021-06-08","22","70","67","","2","W","89","43","90","Chc","Chc"
"sun","lat=43.3834&lon=-72.0832","2021-06-08","23","70","66","","2","SW","89","44","87","Chc","Chc"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","00","69","66","","2","W","84","37","90","Chc","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","01","68","66","","2","W","85","38","93","Chc","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","02","68","66","","2","W","83","28","93","Chc","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","03","67","66","","2","W","86","26","97","Chc","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","04","66","65","","3","W","76","24","97","SChc","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","05","65","65","","3","W","70","19","100","SChc","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","06","66","65","","3","NW","72","19","97","SChc","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","07","68","66","","3","NW","64","16","93","SChc","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","08","70","68","","3","NW","59","14","93","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","09","73","68","","5","NW","55","17","84","SChc","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","10","76","68","76","6","NW","53","18","76","SChc","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","11","78","67","78","6","NW","49","22","69","SChc","SChc"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","12","80","67","82","6","NW","47","25","65","Chc","SChc"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","13","82","66","84","6","NW","45","27","58","Chc","SChc"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","14","83","66","85","7","NW","42","29","57","Chc","Chc"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","15","83","64","84","7","NW","41","28","53","Chc","Chc"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","16","83","62","84","7","N","40","21","49","SChc","SChc"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","17","83","61","83","6","N","38","19","47","SChc","SChc"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","18","80","60","81","6","N","39","16","51","SChc","SChc"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","19","78","60","78","3","N","39","14","54","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","20","74","60","","3","N","36","6","62","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","21","71","59","","3","N","34","6","66","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","22","69","59","","3","N","32","5","70","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-09","23","67","58","","3","N","30","4","73","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-10","00","65","57","","2","N","32","4","75","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-10","01","64","55","","2","N","33","3","73","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-10","02","62","54","","2","N","35","3","75","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-10","03","61","53","","2","N","36","3","75","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-10","04","60","52","","2","N","38","3","75","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-10","05","60","51","","3","N","39","3","72","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-10","06","58","51","","3","N","36","4","77","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-10","07","62","51","","3","N","33","4","67","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-10","08","64","51","","3","N","30","4","63","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-10","09","67","50","","3","N","27","5","54","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-10","10","70","48","","3","N","24","5","45","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-10","11","73","47","","5","N","21","5","40","--","--"
