"lake","loc","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","03","55","52","","6","NW","21","0","90","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","04","54","51","","6","NW","20","0","90","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","05","53","50","","6","NW","18","0","89","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","06","53","49","","6","NW","17","0","86","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","07","54","49","","7","NW","16","0","83","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","08","55","49","","7","NW","19","0","80","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","09","58","47","","8","NW","13","0","67","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","10","62","46","","8","NW","8","0","56","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","11","65","45","","9","NW","5","2","48","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","12","66","43","","9","NW","3","1","43","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","13","68","43","","9","NW","4","1","40","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","14","68","42","","9","NW","4","0","39","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","15","69","42","","9","NW","15","2","37","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","16","69","43","","9","NW","7","2","39","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","17","68","43","","8","NW","13","2","40","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","18","67","43","","7","NW","15","2","42","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","19","65","42","","6","NW","21","1","43","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","20","62","43","","5","NW","27","1","50","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","21","59","43","","3","NW","13","1","55","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","22","57","43","","2","NW","7","1","59","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-16","23","54","42","","2","W","13","3","64","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","00","53","42","","3","W","10","2","66","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","01","52","42","","3","W","12","2","69","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","02","51","42","","3","W","8","1","71","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","03","50","42","","5","W","9","1","74","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","04","49","42","","3","W","10","1","77","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","05","48","42","","3","W","11","1","80","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","06","51","42","","3","W","8","3","71","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","07","54","43","","3","W","6","5","66","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","08","58","44","","3","W","6","5","59","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","09","62","43","","5","W","5","5","50","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","10","65","43","","5","W","5","5","45","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","11","67","42","","6","W","5","4","40","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","12","69","42","","6","W","5","4","37","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","13","70","42","","7","W","5","4","36","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","14","72","42","","7","W","6","5","34","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","15","72","42","","6","W","6","5","34","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","16","73","42","","6","W","6","6","33","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","17","73","42","","5","W","6","6","33","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","18","71","43","","3","W","7","5","36","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","19","68","45","","3","W","9","3","43","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","20","65","46","","2","W","12","2","50","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","21","61","46","","2","W","12","0","56","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","22","58","45","","2","W","13","0","63","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-17","23","55","45","","2","W","13","0","69","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-18","00","53","45","","2","W","11","0","74","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-18","01","52","45","","2","W","10","0","78","--","--"
"sun","lat=43.3834&lon=-72.0832","2021-06-18","02","51","45","","2","W","8","0","81","--","--"
