"lake","loc","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"mur","lat=34.1205&lon=-81.2645","2021-06-09","16","86","71","91","9","SW","60","31","61","Chc","Chc"
"mur","lat=34.1205&lon=-81.2645","2021-06-09","17","85","71","90","9","SW","55","29","63","Chc","Chc"
"mur","lat=34.1205&lon=-81.2645","2021-06-09","18","84","70","88","8","SW","71","30","63","Chc","Chc"
"mur","lat=34.1205&lon=-81.2645","2021-06-09","19","84","71","89","7","SW","67","24","65","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-09","20","82","71","86","6","SW","61","16","69","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-09","21","80","71","83","5","SW","65","16","74","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-09","22","78","71","78","5","S","73","16","79","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-09","23","77","71","77","5","S","70","15","82","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","00","76","71","76","5","SW","71","15","85","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","01","76","71","76","5","SW","64","15","85","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","02","75","71","75","5","SW","61","15","87","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","03","74","71","","5","SW","60","14","90","--","--"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","04","74","71","","3","SW","64","14","90","--","--"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","05","73","71","","3","SW","57","12","93","--","--"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","06","73","70","","3","SW","53","11","90","--","--"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","07","71","71","","3","SW","64","11","93","--","--"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","08","74","71","","6","SW","63","12","90","--","--"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","09","76","71","76","6","SW","64","13","85","--","--"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","10","80","71","83","7","SW","65","15","74","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","11","81","71","85","7","SW","66","17","72","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","12","84","71","89","8","SW","68","18","65","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","13","86","70","91","8","SW","70","20","59","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","14","87","70","92","9","SW","72","26","57","Chc","Chc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","15","88","70","93","9","SW","73","31","55","Chc","Chc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","16","89","69","94","9","SW","74","37","52","Chc","Chc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","17","90","69","95","9","SW","75","43","50","Chc","Chc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","18","87","69","91","8","SW","75","49","55","Chc","Chc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","19","85","70","90","7","SW","75","46","61","Chc","Chc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","20","82","70","86","6","SW","75","43","67","Chc","Chc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","21","80","70","83","5","SW","77","40","72","Chc","Chc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","22","77","71","77","5","SW","78","37","82","Chc","Chc"
"mur","lat=34.1205&lon=-81.2645","2021-06-10","23","76","71","76","5","SW","80","35","85","Chc","Chc"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","00","76","71","76","5","SW","76","34","85","Chc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","01","75","70","75","6","SW","72","27","84","Chc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","02","75","70","75","6","SW","68","25","84","Chc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","03","75","70","75","6","SW","64","22","84","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","04","74","70","","6","SW","60","20","87","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","05","74","70","","6","SW","56","18","87","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","06","73","70","","6","SW","58","15","90","SChc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","07","73","71","","6","SW","59","13","93","--","--"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","08","75","71","75","7","SW","61","28","87","Chc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","09","77","71","77","8","SW","61","28","82","Chc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","10","79","71","79","9","W","62","28","77","Chc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","11","81","71","85","10","W","62","28","72","Chc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","12","83","71","88","10","W","63","28","67","Chc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","13","84","71","89","11","W","63","28","65","Chc","SChc"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","14","86","71","91","11","SW","64","55","61","Lkly","Lkly"
"mur","lat=34.1205&lon=-81.2645","2021-06-11","15","87","71","93","11","W","63","55","59","Lkly","Lkly"
