"lake","loc","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"ri","lat=41.484&lon=-71.5522","2021-06-17","03","52","43","","6","NW","1","0","71","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","04","51","43","","5","NW","2","0","74","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","05","51","42","","5","NW","2","0","71","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","06","51","42","","3","W","2","0","71","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","07","54","44","","5","NW","4","0","69","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","08","61","48","","5","NW","4","0","62","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","09","64","48","","6","NW","1","0","56","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","10","68","46","","6","NW","1","0","45","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","11","70","45","","6","NW","2","0","41","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","12","72","45","","7","W","1","0","38","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","13","73","46","","7","W","2","0","38","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","14","73","46","","7","W","2","0","38","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","15","73","46","","8","SW","4","0","38","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","16","73","48","","9","SW","2","0","41","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","17","72","49","","10","SW","2","0","44","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","18","71","50","","9","SW","4","0","47","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","19","69","51","","8","SW","2","0","53","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","20","66","51","","6","SW","2","0","56","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","21","64","51","","5","SW","2","0","63","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","22","62","51","","3","W","2","0","67","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-17","23","61","50","","3","W","4","0","69","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","00","60","50","","3","W","2","0","72","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","01","59","49","","3","W","8","0","72","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","02","58","49","","3","W","4","0","75","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","03","57","48","","3","W","3","0","74","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","04","56","48","","3","W","1","0","74","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","05","56","48","","2","W","2","0","77","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","06","58","49","","2","W","3","0","77","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","07","62","52","","2","W","0","0","75","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","08","66","53","","5","W","1","1","63","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","09","71","53","","6","SW","1","1","53","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","10","74","52","","8","SW","1","0","46","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","11","76","52","76","10","SW","2","0","43","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","12","77","52","77","10","SW","6","0","42","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","13","77","53","77","11","SW","8","1","43","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","14","77","53","77","13","SW","10","1","43","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","15","76","54","76","13","SW","19","1","46","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","16","75","54","75","14","SW","27","1","48","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","17","74","55","","14","SW","36","4","51","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","18","72","55","","13","SW","43","2","55","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","19","70","56","","11","SW","49","3","61","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","20","68","56","","10","SW","56","4","65","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","21","66","56","","8","SW","52","5","70","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","22","65","56","","9","SW","47","6","73","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-18","23","64","56","","9","SW","43","7","75","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-19","00","64","57","","9","SW","43","8","78","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-19","01","64","57","","10","SW","44","9","78","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-19","02","64","57","","10","SW","45","10","78","--","--"
