"lake","loc","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","03","72","70","","3","SW","44","1","93","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","04","71","69","","3","SW","29","0","93","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","05","70","69","","3","SW","16","0","97","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","06","72","69","","3","W","14","1","90","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","07","70","69","","3","W","20","2","97","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","08","74","71","","3","W","13","2","90","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","09","77","71","77","3","NW","25","3","82","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","10","82","70","86","5","NW","20","3","67","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","11","85","69","89","6","NW","17","5","59","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","12","88","68","92","6","N","14","8","52","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","13","89","66","92","6","N","20","10","47","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","14","89","64","90","7","N","26","10","44","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","15","90","62","90","7","N","22","11","39","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","16","89","60","89","7","N","27","11","38","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","17","89","59","88","7","N","24","8","37","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","18","85","59","85","6","N","18","7","41","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","19","84","60","84","5","N","18","6","44","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","20","81","62","82","3","N","15","5","53","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","21","77","63","77","3","N","19","5","62","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","22","75","62","75","3","N","25","4","64","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","23","73","61","","3","N","27","3","66","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","00","72","61","","3","N","26","3","68","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","01","71","60","","3","N","24","2","68","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","02","69","59","","5","N","27","2","70","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","03","68","58","","5","N","25","2","70","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","04","68","58","","5","N","28","1","70","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","05","67","58","","5","N","23","2","73","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","06","66","58","","5","N","30","2","75","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","07","66","59","","5","N","29","2","78","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","08","69","60","","2","N","27","1","73","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","09","72","60","","3","N","27","1","66","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","10","76","60","76","5","N","27","1","57","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","11","79","59","79","5","N","27","1","50","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","12","82","58","82","5","N","26","1","45","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","13","84","58","83","3","N","26","1","41","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","14","86","57","85","2","N","26","9","37","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","15","87","57","86","2","N","25","9","36","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","16","87","57","86","2","NW","23","9","36","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","17","87","57","86","2","NW","22","9","36","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","18","86","58","85","1","NW","20","9","39","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","19","84","59","84","1","NW","18","9","43","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","20","81","60","82","0","N","16","4","49","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","21","78","60","78","0","N","18","4","54","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","22","74","60","","0","N","21","4","61","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-16","23","72","59","","0","N","23","4","64","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-17","00","69","58","","0","N","24","4","68","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-17","01","68","56","","1","N","26","4","66","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-17","02","67","55","","1","N","27","1","65","--","--"
