"lake","loc","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","03","71","70","","3","NE","88","11","97","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","04","70","70","","3","NE","85","8","100","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","05","70","69","","3","NE","87","7","97","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","06","70","69","","3","NE","87","9","97","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","07","70","69","","3","NE","87","8","97","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","08","71","69","","6","NE","87","9","93","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","09","73","69","","6","NE","85","9","87","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","10","76","69","76","6","NE","83","12","79","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","11","78","69","78","6","NE","82","11","74","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","12","81","69","84","6","NE","80","12","67","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","13","82","68","85","5","NE","80","12","63","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","14","84","69","88","5","NE","77","11","61","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","15","85","69","89","5","NE","70","11","59","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","16","86","69","90","3","NE","66","11","57","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","17","86","69","90","3","NE","61","10","57","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","18","85","69","89","3","NE","53","9","59","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","19","84","70","88","2","E","52","9","63","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","20","81","70","85","2","NE","44","11","69","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","21","78","70","78","1","E","39","11","76","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","22","76","70","76","1","E","38","11","82","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-13","23","74","70","","1","E","38","11","87","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","00","73","70","","1","W","34","11","92","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","01","72","70","","1","W","30","11","95","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","02","71","70","","1","NW","26","4","97","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","03","70","70","","1","NW","22","4","99","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","04","69","69","","1","NW","27","4","100","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","05","69","69","","1","NW","31","4","100","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","06","69","69","","1","NW","35","4","100","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","07","71","70","","1","W","36","4","98","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","08","73","71","","0","N","32","6","93","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","09","76","72","76","1","W","29","6","85","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","10","80","72","84","1","W","27","6","75","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","11","84","72","90","2","W","24","6","67","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","12","87","72","93","2","W","29","11","62","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","13","88","71","94","2","W","34","11","57","--","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","14","89","71","95","2","SW","39","16","56","SChc","SChc"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","15","89","71","95","2","SW","43","20","56","SChc","SChc"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","16","88","72","95","2","SW","48","25","58","Chc","SChc"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","17","87","72","94","2","SW","52","25","61","Chc","SChc"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","18","86","72","92","2","SW","49","25","64","Chc","SChc"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","19","84","72","90","1","S","45","25","68","Chc","SChc"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","20","82","72","87","1","S","42","17","72","SChc","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","21","80","72","84","1","S","42","17","77","SChc","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","22","78","72","78","1","S","43","17","83","SChc","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-14","23","76","72","76","1","S","43","17","87","SChc","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","00","75","72","75","1","SW","42","17","91","SChc","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","01","74","71","","1","SW","42","17","93","SChc","--"
"wat","lat=34.4335&lon=-80.8665","2021-06-15","02","73","71","","1","SW","41","5","93","--","--"
