"lake","loc","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"ri","41.484&lon=-71.5522","2021-06-08","12","80","70","83","9","SW","67","1","72","--","--"
"ri","41.484&lon=-71.5522","2021-06-08","13","81","70","85","9","SW","63","1","69","--","--"
"ri","41.484&lon=-71.5522","2021-06-08","14","81","71","85","10","SW","58","1","72","--","--"
"ri","41.484&lon=-71.5522","2021-06-08","15","82","71","86","10","SW","60","2","69","--","--"
"ri","41.484&lon=-71.5522","2021-06-08","16","82","71","86","9","SW","61","6","69","--","--"
"ri","41.484&lon=-71.5522","2021-06-08","17","82","71","86","9","SW","63","10","69","--","--"
"ri","41.484&lon=-71.5522","2021-06-08","18","80","70","83","8","SW","66","21","72","SChc","--"
"ri","41.484&lon=-71.5522","2021-06-08","19","76","68","76","6","SW","69","31","76","Chc","--"
"ri","41.484&lon=-71.5522","2021-06-08","20","72","67","","6","SW","72","42","84","Chc","--"
"ri","41.484&lon=-71.5522","2021-06-08","21","69","66","","5","SW","91","40","90","Chc","--"
"ri","41.484&lon=-71.5522","2021-06-08","22","68","65","","3","SW","96","37","90","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-08","23","67","65","","3","SW","96","35","93","--","--"
"ri","41.484&lon=-71.5522","2021-06-09","00","66","65","","3","SW","97","37","97","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","01","66","64","","3","SW","97","44","93","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","02","66","64","","3","SW","96","51","93","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","03","65","64","","3","W","94","47","97","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","04","65","64","","3","SW","94","43","97","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","05","65","64","","3","SW","90","39","97","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","06","65","65","","3","W","85","35","100","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","07","67","67","","3","W","80","32","100","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","08","70","68","","3","W","76","28","93","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","09","74","69","","3","W","75","31","84","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","10","77","69","77","5","W","74","34","76","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","11","79","70","79","6","W","73","37","74","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","12","81","70","85","6","W","74","38","69","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","13","81","71","85","6","SW","75","38","72","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","14","81","71","85","6","SW","75","38","72","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","15","80","71","83","6","SW","71","36","74","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","16","80","70","83","6","SW","68","34","72","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","17","79","70","79","6","SW","64","31","74","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","18","77","70","77","5","SW","62","27","79","Chc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","19","75","68","75","3","SW","61","22","79","SChc","SChc"
"ri","41.484&lon=-71.5522","2021-06-09","20","72","68","","2","SW","59","18","87","SChc","--"
"ri","41.484&lon=-71.5522","2021-06-09","21","71","68","","2","SW","58","16","90","SChc","--"
"ri","41.484&lon=-71.5522","2021-06-09","22","70","67","","1","SW","56","15","90","SChc","--"
"ri","41.484&lon=-71.5522","2021-06-09","23","69","67","","1","SW","55","14","93","--","--"
"ri","41.484&lon=-71.5522","2021-06-10","00","69","66","","1","W","58","13","90","--","--"
"ri","41.484&lon=-71.5522","2021-06-10","01","68","66","","1","NW","61","13","93","--","--"
"ri","41.484&lon=-71.5522","2021-06-10","02","67","65","","1","NW","64","12","93","--","--"
"ri","41.484&lon=-71.5522","2021-06-10","03","66","64","","1","N","61","14","93","--","--"
"ri","41.484&lon=-71.5522","2021-06-10","04","65","64","","2","N","58","14","97","--","--"
"ri","41.484&lon=-71.5522","2021-06-10","05","65","63","","2","N","55","13","93","--","--"
"ri","41.484&lon=-71.5522","2021-06-10","06","65","63","","3","NE","56","12","93","--","--"
"ri","41.484&lon=-71.5522","2021-06-10","07","67","63","","6","NE","57","12","87","--","--"
"ri","41.484&lon=-71.5522","2021-06-10","08","68","63","","7","NE","58","11","84","--","--"
"ri","41.484&lon=-71.5522","2021-06-10","09","70","61","","8","NE","48","10","73","--","--"
"ri","41.484&lon=-71.5522","2021-06-10","10","71","60","","9","NE","37","10","68","--","--"
"ri","41.484&lon=-71.5522","2021-06-10","11","73","58","","10","NE","27","9","59","--","--"
