"lake","loc","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"ri","lat=41.484&lon=-71.5522","2021-06-09","16","86","70","91","6","W","55","34","59","Chc","SChc"
"ri","lat=41.484&lon=-71.5522","2021-06-09","17","86","70","91","6","W","61","43","59","Chc","SChc"
"ri","lat=41.484&lon=-71.5522","2021-06-09","18","84","70","88","6","NW","61","38","63","Chc","SChc"
"ri","lat=41.484&lon=-71.5522","2021-06-09","19","82","70","86","3","NE","63","32","67","Chc","SChc"
"ri","lat=41.484&lon=-71.5522","2021-06-09","20","79","70","79","2","S","63","25","74","Chc","SChc"
"ri","lat=41.484&lon=-71.5522","2021-06-09","21","76","68","76","2","W","61","26","76","Chc","SChc"
"ri","lat=41.484&lon=-71.5522","2021-06-09","22","73","69","","2","SE","68","7","87","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-09","23","71","68","","2","N","61","8","90","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","00","69","67","","3","N","67","1","93","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","01","68","65","","5","N","63","0","90","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","02","67","61","","6","N","38","5","81","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","03","66","59","","6","NE","25","0","78","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","04","65","57","","6","NE","30","2","75","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","05","64","55","","6","NE","28","2","73","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","06","64","54","","6","NE","37","1","70","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","07","66","54","","7","NE","34","1","65","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","08","67","55","","9","NE","25","3","65","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","09","69","54","","10","NE","18","1","59","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","10","71","53","","10","NE","15","0","53","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","11","73","52","","11","NE","18","0","48","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","12","74","50","","10","NE","24","0","43","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","13","75","50","75","10","NE","25","0","41","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","14","76","49","76","10","E","32","0","39","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","15","75","49","75","10","E","17","0","40","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","16","75","48","75","10","E","13","0","38","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","17","75","48","75","10","E","13","0","38","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","18","73","48","","10","E","10","0","41","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","19","71","48","","9","E","16","0","44","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","20","68","47","","8","E","8","0","47","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","21","65","46","","6","E","6","0","50","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","22","63","46","","6","E","12","0","54","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-10","23","61","46","","6","E","11","0","58","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","00","59","46","","6","E","11","0","62","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","01","58","46","","5","E","11","0","64","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","02","57","46","","5","E","12","0","67","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","03","56","46","","3","E","13","0","69","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","04","55","45","","3","E","14","0","69","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","05","54","45","","2","E","14","1","71","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","06","55","46","","3","E","15","1","72","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","07","56","46","","5","E","16","1","69","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","08","60","47","","6","E","16","4","62","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","09","63","48","","7","E","16","3","58","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","10","65","49","","8","E","17","1","56","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","11","67","49","","9","SE","17","0","52","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","12","68","50","","9","SE","20","0","52","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","13","68","51","","10","SE","23","0","54","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","14","68","52","","10","SE","27","1","57","--","--"
"ri","lat=41.484&lon=-71.5522","2021-06-11","15","68","52","","9","SE","30","1","57","--","--"
