"lake","loc","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","03","51","42","","5","W","39","0","70","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","04","49","41","","5","SW","29","0","74","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","05","47","41","","5","SW","18","0","79","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","06","51","42","","6","SW","8","0","71","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","07","54","43","","6","W","7","0","66","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","08","58","44","","7","W","6","0","59","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","09","62","44","","8","W","8","0","52","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","10","67","45","","9","W","10","1","45","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","11","71","45","","10","W","12","1","39","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","12","72","45","","10","W","13","1","38","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","13","73","44","","10","W","15","0","35","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","14","75","45","75","10","W","16","1","34","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","15","75","45","75","10","W","16","1","34","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","16","76","45","76","9","W","16","0","33","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","17","75","44","75","9","W","16","0","33","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","18","75","45","75","8","W","14","0","34","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","19","72","46","","6","W","11","0","39","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","20","69","47","","5","W","8","2","45","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","21","65","47","","3","W","8","2","52","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","22","61","47","","3","SW","8","2","60","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","23","59","47","","2","SW","8","1","64","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","00","57","47","","2","SW","8","1","69","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","01","55","47","","1","SW","8","1","74","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","02","54","47","","1","SW","8","1","77","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","03","51","46","","1","SW","9","1","83","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","04","50","46","","1","SW","8","1","86","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","05","50","45","","1","SW","8","0","83","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","06","54","47","","2","SW","7","0","77","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","07","58","48","","2","SW","7","0","69","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","08","60","50","","2","SW","6","0","69","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","09","64","50","","3","SW","6","0","60","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","10","68","49","","5","SW","5","0","51","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","11","72","49","","7","SW","5","0","44","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","12","74","49","","8","S","8","1","41","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","13","76","49","76","9","S","11","2","39","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","14","76","49","76","10","S","14","3","39","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","15","77","49","77","10","S","15","3","37","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","16","79","50","79","9","S","15","3","36","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","17","80","50","80","9","S","16","3","35","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","18","76","51","76","8","S","21","8","42","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","19","74","51","","8","S","27","12","44","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","20","72","52","","7","S","32","16","49","SChc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","21","69","52","","7","S","38","17","55","SChc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","22","67","53","","6","S","44","19","61","SChc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-18","23","65","53","","6","S","50","20","65","SChc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-19","00","64","54","","6","S","55","21","70","SChc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-19","01","63","54","","5","S","60","23","72","SChc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-19","02","62","55","","5","S","65","25","78","Chc","--"
