"lake","loc","date","hour","air_temp_F","dewpoint_F","heat_indx_F","wind_mph","wind_dir_gust","sky_cover_perc","precip_potential_perc","rel_hum_perc","rain","thunder"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","03","59","59","","5","S","89","38","100","Chc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","04","59","59","","3","SE","93","34","100","Chc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","05","59","59","","2","S","97","38","100","Chc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","06","59","59","","2","S","94","29","100","Chc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","07","60","60","","2","S","94","22","100","SChc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","08","60","60","","3","S","96","40","100","Chc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","09","62","61","","5","S","95","40","97","Chc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","10","64","61","","5","S","93","40","90","Chc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","11","65","62","","5","S","91","50","90","Chc","SChc"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","12","66","62","","5","S","88","57","87","Lkly","SChc"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","13","67","62","","6","S","85","60","84","Lkly","SChc"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","14","68","62","","6","S","81","66","81","Lkly","Chc"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","15","69","63","","6","S","82","66","81","Lkly","Chc"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","16","68","63","","7","S","83","65","84","Lkly","Chc"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","17","68","62","","7","S","84","57","81","Lkly","Chc"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","18","68","62","","6","S","83","56","81","Lkly","Chc"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","19","67","62","","6","S","83","53","84","Chc","Chc"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","20","65","61","","3","S","83","44","87","Chc","Chc"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","21","64","60","","3","SW","80","44","87","Chc","Chc"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","22","63","59","","3","W","80","37","87","Chc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-15","23","62","60","","2","W","77","28","93","Chc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","00","61","59","","3","W","73","27","93","Chc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","01","60","58","","5","NW","70","25","93","Chc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","02","59","57","","6","NW","67","16","93","SChc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","03","58","56","","6","NW","63","16","93","SChc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","04","56","54","","6","N","60","16","93","SChc","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","05","55","53","","6","N","57","10","93","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","06","56","52","","7","N","44","9","86","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","07","58","52","","7","NW","30","9","80","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","08","60","52","","8","NW","24","9","75","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","09","63","51","","8","NW","18","9","65","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","10","66","49","","9","NW","12","10","54","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","11","69","48","","9","NW","10","10","47","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","12","71","47","","9","NW","10","10","42","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","13","73","47","","10","NW","10","10","40","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","14","74","46","","10","NW","10","10","37","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","15","75","46","75","9","NW","10","10","36","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","16","75","45","75","9","NW","10","10","34","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","17","74","45","","8","NW","10","10","35","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","18","72","45","","7","NW","9","9","38","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","19","69","46","","7","NW","8","8","44","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","20","66","46","","6","NW","7","6","48","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","21","62","46","","6","NW","7","5","56","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","22","59","46","","5","W","6","5","62","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-16","23","56","46","","5","W","6","5","69","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","00","55","46","","5","W","6","5","72","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","01","54","46","","3","W","5","5","74","--","--"
"chn","lat=44.4473&lon=-69.6053","2021-06-17","02","53","46","","3","W","5","5","77","--","--"
